2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: W8A8)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_w8a8.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_w8a8.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_w8a8.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for W8A8.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.203 [DEBUG] [Frame 0000] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a8): 11.5ms | DINOv2: Skipped | Total: 23.8ms
2026-07-20 17:30:38.595 [DEBUG] [Frame 0855] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 38.2ms
2026-07-20 17:30:38.657 [DEBUG] [Frame 0856] Decode(GPU): 11.4ms | Preprocess: 1.3ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 33.2ms (3 crops) | Total: 61.8ms
2026-07-20 17:30:38.722 [DEBUG] [Frame 0857] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 35.8ms (3 crops) | Total: 64.4ms
2026-07-20 17:30:38.771 [DEBUG] [Frame 0858] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 22.5ms (2 crops) | Total: 49.9ms
2026-07-20 17:30:38.821 [DEBUG] [Frame 0859] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 22.1ms (2 crops) | Total: 49.6ms
2026-07-20 17:30:38.859 [DEBUG] [Frame 0860] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 38.1ms
2026-07-20 17:30:38.895 [DEBUG] [Frame 0861] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(w8a8): 11.4ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 35.8ms
2026-07-20 17:30:38.933 [DEBUG] [Frame 0862] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 11.5ms (1 crops) | Total: 38.1ms
2026-07-20 17:30:38.972 [DEBUG] [Frame 0863] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 39.1ms
2026-07-20 17:30:39.009 [DEBUG] [Frame 0864] Decode(GPU): 11.0ms | Preprocess: 1.3ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 37.2ms
2026-07-20 17:30:39.047 [DEBUG] [Frame 0865] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 38.2ms
2026-07-20 17:30:39.111 [DEBUG] [Frame 0866] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 35.2ms (3 crops) | Total: 63.5ms
2026-07-20 17:30:39.151 [DEBUG] [Frame 0867] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.0ms (1 crops) | Total: 39.8ms
2026-07-20 17:30:39.213 [DEBUG] [Frame 0868] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 33.9ms (3 crops) | Total: 62.1ms
2026-07-20 17:30:39.261 [DEBUG] [Frame 0869] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 22.1ms (2 crops) | Total: 48.6ms
2026-07-20 17:30:39.312 [DEBUG] [Frame 0870] Decode(GPU): 10.7ms | Preprocess: 1.2ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:39.362 [DEBUG] [Frame 0871] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 23.3ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:39.402 [DEBUG] [Frame 0872] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 12.0ms (1 crops) | Total: 39.8ms
2026-07-20 17:30:39.450 [DEBUG] [Frame 0873] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 22.2ms (2 crops) | Total: 48.4ms
2026-07-20 17:30:39.502 [DEBUG] [Frame 0874] Decode(GPU): 12.1ms | Preprocess: 1.1ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 23.8ms (2 crops) | Total: 52.1ms
2026-07-20 17:30:39.540 [DEBUG] [Frame 0875] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.1ms
2026-07-20 17:30:39.592 [DEBUG] [Frame 0876] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 52.2ms
2026-07-20 17:30:39.632 [DEBUG] [Frame 0877] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 39.3ms
2026-07-20 17:30:39.669 [DEBUG] [Frame 0878] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 37.7ms
2026-07-20 17:30:39.720 [DEBUG] [Frame 0879] Decode(GPU): 11.1ms | Preprocess: 1.5ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 50.6ms
2026-07-20 17:30:39.784 [DEBUG] [Frame 0880] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 35.9ms (3 crops) | Total: 63.8ms
2026-07-20 17:30:39.835 [DEBUG] [Frame 0881] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 23.6ms (2 crops) | Total: 51.2ms
2026-07-20 17:30:39.886 [DEBUG] [Frame 0882] Decode(GPU): 12.4ms | Preprocess: 1.2ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 23.4ms (2 crops) | Total: 50.8ms
2026-07-20 17:30:39.925 [DEBUG] [Frame 0883] Decode(GPU): 11.4ms | Preprocess: 1.0ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 39.2ms
2026-07-20 17:30:39.989 [DEBUG] [Frame 0884] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a8): 13.7ms | DINOv2(w8a8): 34.5ms (3 crops) | Total: 64.5ms
2026-07-20 17:30:40.028 [DEBUG] [Frame 0885] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 38.4ms
2026-07-20 17:30:40.078 [DEBUG] [Frame 0886] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 23.1ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:40.128 [DEBUG] [Frame 0887] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 23.2ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:40.191 [DEBUG] [Frame 0888] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 33.7ms (3 crops) | Total: 62.4ms
2026-07-20 17:30:40.253 [DEBUG] [Frame 0889] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 33.7ms (3 crops) | Total: 62.4ms
2026-07-20 17:30:40.303 [DEBUG] [Frame 0890] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 50.5ms
2026-07-20 17:30:40.365 [DEBUG] [Frame 0891] Decode(GPU): 11.5ms | Preprocess: 1.5ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 33.1ms (3 crops) | Total: 61.3ms
2026-07-20 17:30:40.401 [DEBUG] [Frame 0892] Decode(GPU): 10.2ms | Preprocess: 1.1ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 36.6ms
2026-07-20 17:30:40.463 [DEBUG] [Frame 0893] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 34.3ms (3 crops) | Total: 61.9ms
2026-07-20 17:30:40.503 [DEBUG] [Frame 0894] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 39.8ms
2026-07-20 17:30:40.552 [DEBUG] [Frame 0895] Decode(GPU): 10.2ms | Preprocess: 1.1ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 49.3ms
2026-07-20 17:30:40.614 [DEBUG] [Frame 0896] Decode(GPU): 10.4ms | Preprocess: 1.3ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 34.0ms (3 crops) | Total: 61.9ms
2026-07-20 17:30:40.679 [DEBUG] [Frame 0897] Decode(GPU): 12.5ms | Preprocess: 1.4ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 35.4ms (3 crops) | Total: 64.9ms
2026-07-20 17:30:40.743 [DEBUG] [Frame 0898] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 35.5ms (3 crops) | Total: 63.5ms
2026-07-20 17:30:40.781 [DEBUG] [Frame 0899] Decode(GPU): 11.0ms | Preprocess: 1.1ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 38.6ms
2026-07-20 17:30:40.833 [DEBUG] [Frame 0900] Decode(GPU): 12.3ms | Preprocess: 1.1ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 22.3ms (2 crops) | Total: 51.4ms
2026-07-20 17:30:40.895 [DEBUG] [Frame 0901] Decode(GPU): 12.1ms | Preprocess: 1.5ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 33.8ms (3 crops) | Total: 62.9ms
2026-07-20 17:30:40.958 [DEBUG] [Frame 0902] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 34.1ms (3 crops) | Total: 62.7ms
2026-07-20 17:30:41.009 [DEBUG] [Frame 0903] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 22.6ms (2 crops) | Total: 50.4ms
2026-07-20 17:30:41.060 [DEBUG] [Frame 0904] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 51.0ms
2026-07-20 17:30:41.108 [DEBUG] [Frame 0905] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 22.7ms (2 crops) | Total: 48.7ms
2026-07-20 17:30:41.147 [DEBUG] [Frame 0906] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 38.7ms
2026-07-20 17:30:41.209 [DEBUG] [Frame 0907] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 33.4ms (3 crops) | Total: 61.7ms
2026-07-20 17:30:41.273 [DEBUG] [Frame 0908] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 35.2ms (3 crops) | Total: 64.3ms
2026-07-20 17:30:41.337 [DEBUG] [Frame 0909] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 34.0ms (3 crops) | Total: 64.3ms
2026-07-20 17:30:41.374 [DEBUG] [Frame 0910] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 36.5ms
2026-07-20 17:30:41.437 [DEBUG] [Frame 0911] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 34.7ms (3 crops) | Total: 63.4ms
2026-07-20 17:30:41.475 [DEBUG] [Frame 0912] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(w8a8): 12.6ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 38.2ms
2026-07-20 17:30:41.515 [DEBUG] [Frame 0913] Decode(GPU): 12.6ms | Preprocess: 1.5ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 11.5ms (1 crops) | Total: 39.2ms
2026-07-20 17:30:41.566 [DEBUG] [Frame 0914] Decode(GPU): 12.0ms | Preprocess: 1.5ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 51.2ms
2026-07-20 17:30:41.604 [DEBUG] [Frame 0915] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a8): 13.2ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 38.4ms
2026-07-20 17:30:41.644 [DEBUG] [Frame 0916] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 39.5ms
2026-07-20 17:30:41.704 [DEBUG] [Frame 0917] Decode(GPU): 11.3ms | Preprocess: 1.0ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 33.4ms (3 crops) | Total: 60.6ms
2026-07-20 17:30:41.743 [DEBUG] [Frame 0918] Decode(GPU): 11.0ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 38.2ms
2026-07-20 17:30:41.781 [DEBUG] [Frame 0919] Decode(GPU): 11.6ms | Preprocess: 1.0ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.7ms
2026-07-20 17:30:41.831 [DEBUG] [Frame 0920] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 23.5ms (2 crops) | Total: 49.7ms
2026-07-20 17:30:41.868 [DEBUG] [Frame 0921] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 36.9ms
2026-07-20 17:30:41.917 [DEBUG] [Frame 0922] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 22.3ms (2 crops) | Total: 49.1ms
2026-07-20 17:30:41.956 [DEBUG] [Frame 0923] Decode(GPU): 10.4ms | Preprocess: 1.0ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.7ms
2026-07-20 17:30:42.006 [DEBUG] [Frame 0924] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 50.2ms
2026-07-20 17:30:42.068 [DEBUG] [Frame 0925] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 35.0ms (3 crops) | Total: 62.3ms
2026-07-20 17:30:42.106 [DEBUG] [Frame 0926] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.0ms
2026-07-20 17:30:42.156 [DEBUG] [Frame 0927] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 49.4ms
2026-07-20 17:30:42.221 [DEBUG] [Frame 0928] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 35.8ms (3 crops) | Total: 65.0ms
2026-07-20 17:30:42.284 [DEBUG] [Frame 0929] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 34.2ms (3 crops) | Total: 63.8ms
2026-07-20 17:30:42.322 [DEBUG] [Frame 0930] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a8): 13.0ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 38.0ms
2026-07-20 17:30:42.386 [DEBUG] [Frame 0931] Decode(GPU): 11.9ms | Preprocess: 1.5ms | YOLO(w8a8): 12.8ms | DINOv2(w8a8): 34.5ms (3 crops) | Total: 64.0ms
2026-07-20 17:30:42.451 [DEBUG] [Frame 0932] Decode(GPU): 12.6ms | Preprocess: 1.4ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 34.3ms (3 crops) | Total: 64.7ms
2026-07-20 17:30:42.502 [DEBUG] [Frame 0933] Decode(GPU): 10.9ms | Preprocess: 1.4ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 23.9ms (2 crops) | Total: 50.7ms
2026-07-20 17:30:42.565 [DEBUG] [Frame 0934] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 33.9ms (3 crops) | Total: 63.3ms
2026-07-20 17:30:42.602 [DEBUG] [Frame 0935] Decode(GPU): 10.4ms | Preprocess: 1.0ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 37.5ms
2026-07-20 17:30:42.668 [DEBUG] [Frame 0936] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 35.2ms (3 crops) | Total: 65.4ms
2026-07-20 17:30:42.707 [DEBUG] [Frame 0937] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 39.7ms
2026-07-20 17:30:42.760 [DEBUG] [Frame 0938] Decode(GPU): 12.0ms | Preprocess: 1.0ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 23.8ms (2 crops) | Total: 52.9ms
2026-07-20 17:30:42.800 [DEBUG] [Frame 0939] Decode(GPU): 11.4ms | Preprocess: 1.0ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 11.8ms (1 crops) | Total: 39.4ms
2026-07-20 17:30:42.836 [DEBUG] [Frame 0940] Decode(GPU): 11.1ms | Preprocess: 1.1ms | YOLO(w8a8): 11.6ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 36.5ms
2026-07-20 17:30:42.900 [DEBUG] [Frame 0941] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 35.7ms (3 crops) | Total: 63.7ms
2026-07-20 17:30:42.962 [DEBUG] [Frame 0942] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 35.9ms (3 crops) | Total: 62.0ms
2026-07-20 17:30:43.011 [DEBUG] [Frame 0943] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(w8a8): 12.5ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 49.4ms
2026-07-20 17:30:43.049 [DEBUG] [Frame 0944] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 37.2ms
2026-07-20 17:30:43.088 [DEBUG] [Frame 0945] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(w8a8): 13.7ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 39.1ms
2026-07-20 17:30:43.128 [DEBUG] [Frame 0946] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 40.1ms
2026-07-20 17:30:43.167 [DEBUG] [Frame 0947] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(w8a8): 13.7ms | DINOv2(w8a8): 11.2ms (1 crops) | Total: 39.1ms
2026-07-20 17:30:43.233 [DEBUG] [Frame 0948] Decode(GPU): 12.6ms | Preprocess: 1.0ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 35.8ms (3 crops) | Total: 66.2ms
2026-07-20 17:30:43.272 [DEBUG] [Frame 0949] Decode(GPU): 12.2ms | Preprocess: 1.0ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 12.0ms (1 crops) | Total: 38.9ms
2026-07-20 17:30:43.309 [DEBUG] [Frame 0950] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a8): 11.4ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 37.4ms
2026-07-20 17:30:43.347 [DEBUG] [Frame 0951] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a8): 12.7ms | DINOv2(w8a8): 11.3ms (1 crops) | Total: 37.1ms
2026-07-20 17:30:43.411 [DEBUG] [Frame 0952] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 35.7ms (3 crops) | Total: 64.2ms
2026-07-20 17:30:43.447 [DEBUG] [Frame 0953] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(w8a8): 11.7ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 36.4ms
2026-07-20 17:30:43.511 [DEBUG] [Frame 0954] Decode(GPU): 11.4ms | Preprocess: 1.5ms | YOLO(w8a8): 13.4ms | DINOv2(w8a8): 34.5ms (3 crops) | Total: 63.7ms
2026-07-20 17:30:43.550 [DEBUG] [Frame 0955] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 38.8ms
2026-07-20 17:30:43.611 [DEBUG] [Frame 0956] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a8): 12.9ms | DINOv2(w8a8): 33.7ms (3 crops) | Total: 61.3ms
2026-07-20 17:30:43.663 [DEBUG] [Frame 0957] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a8): 13.9ms | DINOv2(w8a8): 22.8ms (2 crops) | Total: 51.6ms
2026-07-20 17:30:43.715 [DEBUG] [Frame 0958] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a8): 13.8ms | DINOv2(w8a8): 23.0ms (2 crops) | Total: 52.9ms
2026-07-20 17:30:43.766 [DEBUG] [Frame 0959] Decode(GPU): 12.3ms | Preprocess: 1.0ms | YOLO(w8a8): 11.5ms | DINOv2(w8a8): 23.4ms (2 crops) | Total: 50.6ms
2026-07-20 17:30:43.817 [DEBUG] [Frame 0960] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(w8a8): 12.0ms | DINOv2(w8a8): 23.7ms (2 crops) | Total: 50.8ms
2026-07-20 17:30:43.869 [DEBUG] [Frame 0961] Decode(GPU): 12.1ms | Preprocess: 1.5ms | YOLO(w8a8): 12.2ms | DINOv2(w8a8): 23.6ms (2 crops) | Total: 51.9ms
2026-07-20 17:30:43.907 [DEBUG] [Frame 0962] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 38.5ms
2026-07-20 17:30:43.943 [DEBUG] [Frame 0963] Decode(GPU): 10.9ms | Preprocess: 1.0ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 11.1ms (1 crops) | Total: 36.2ms
2026-07-20 17:30:43.992 [DEBUG] [Frame 0964] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(w8a8): 11.8ms | DINOv2(w8a8): 22.7ms (2 crops) | Total: 49.0ms
2026-07-20 17:30:44.044 [DEBUG] [Frame 0965] Decode(GPU): 12.6ms | Preprocess: 1.1ms | YOLO(w8a8): 13.1ms | DINOv2(w8a8): 22.9ms (2 crops) | Total: 52.0ms
2026-07-20 17:30:44.083 [DEBUG] [Frame 0966] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(w8a8): 13.6ms | DINOv2(w8a8): 11.4ms (1 crops) | Total: 38.7ms
2026-07-20 17:30:44.146 [DEBUG] [Frame 0967] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(w8a8): 12.1ms | DINOv2(w8a8): 34.0ms (3 crops) | Total: 62.5ms
2026-07-20 17:30:44.183 [DEBUG] [Frame 0968] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 11.7ms (1 crops) | Total: 37.1ms
2026-07-20 17:30:44.223 [DEBUG] [Frame 0969] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a8): 13.3ms | DINOv2(w8a8): 11.9ms (1 crops) | Total: 40.6ms
2026-07-20 17:30:44.261 [DEBUG] [Frame 0970] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 11.6ms (1 crops) | Total: 37.2ms
2026-07-20 17:30:44.311 [DEBUG] [Frame 0971] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(w8a8): 12.3ms | DINOv2(w8a8): 22.4ms (2 crops) | Total: 50.5ms
2026-07-20 17:30:44.360 [DEBUG] [Frame 0972] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a8): 12.4ms | DINOv2(w8a8): 22.7ms (2 crops) | Total: 49.4ms
2026-07-20 17:30:44.399 [DEBUG] [Frame 0973] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 11.5ms (1 crops) | Total: 38.6ms
2026-07-20 17:30:44.461 [DEBUG] [Frame 0974] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(w8a8): 12.5ms | DINOv2(w8a8): 34.0ms (3 crops) | Total: 61.5ms
2026-07-20 17:30:44.526 [DEBUG] [Frame 0975] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(w8a8): 13.5ms | DINOv2(w8a8): 35.0ms (3 crops) | Total: 65.6ms
2026-07-20 17:30:44.590 [DEBUG] [Frame 0976] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(w8a8): 11.9ms | DINOv2(w8a8): 35.1ms (3 crops) | Total: 64.0ms
