2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: W8A16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_w8a16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_w8a16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_w8a16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for W8A16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.210 [DEBUG] [Frame 0000] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2: Skipped | Total: 30.4ms
2026-07-20 17:30:49.164 [DEBUG] [Frame 0873] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 49.3ms
2026-07-20 17:30:49.228 [DEBUG] [Frame 0874] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 64.2ms
2026-07-20 17:30:49.274 [DEBUG] [Frame 0875] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 45.9ms
2026-07-20 17:30:49.353 [DEBUG] [Frame 0876] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 46.8ms (3 crops) | Total: 78.5ms
2026-07-20 17:30:49.434 [DEBUG] [Frame 0877] Decode(GPU): 11.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.9ms (3 crops) | Total: 81.1ms
2026-07-20 17:30:49.512 [DEBUG] [Frame 0878] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 44.4ms (3 crops) | Total: 78.4ms
2026-07-20 17:30:49.593 [DEBUG] [Frame 0879] Decode(GPU): 11.7ms | Preprocess: 1.3ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 46.5ms (3 crops) | Total: 80.9ms
2026-07-20 17:30:49.641 [DEBUG] [Frame 0880] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 48.2ms
2026-07-20 17:30:49.702 [DEBUG] [Frame 0881] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 60.5ms
2026-07-20 17:30:49.781 [DEBUG] [Frame 0882] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 44.3ms (3 crops) | Total: 78.9ms
2026-07-20 17:30:49.846 [DEBUG] [Frame 0883] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 30.8ms (2 crops) | Total: 64.9ms
2026-07-20 17:30:49.893 [DEBUG] [Frame 0884] Decode(GPU): 12.1ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 47.4ms
2026-07-20 17:30:49.957 [DEBUG] [Frame 0885] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 64.0ms
2026-07-20 17:30:50.023 [DEBUG] [Frame 0886] Decode(GPU): 12.2ms | Preprocess: 1.4ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 65.7ms
2026-07-20 17:30:50.087 [DEBUG] [Frame 0887] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 64.0ms
2026-07-20 17:30:50.135 [DEBUG] [Frame 0888] Decode(GPU): 11.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 48.3ms
2026-07-20 17:30:50.213 [DEBUG] [Frame 0889] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(w8a16): 16.5ms | DINOv2(w8a16): 45.1ms (3 crops) | Total: 78.0ms
2026-07-20 17:30:50.261 [DEBUG] [Frame 0890] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 48.0ms
2026-07-20 17:30:50.324 [DEBUG] [Frame 0891] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 62.8ms
2026-07-20 17:30:50.371 [DEBUG] [Frame 0892] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 47.7ms
2026-07-20 17:30:50.421 [DEBUG] [Frame 0893] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 49.9ms
2026-07-20 17:30:50.467 [DEBUG] [Frame 0894] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 46.0ms
2026-07-20 17:30:50.514 [DEBUG] [Frame 0895] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 46.8ms
2026-07-20 17:30:50.562 [DEBUG] [Frame 0896] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 47.8ms
2026-07-20 17:30:50.643 [DEBUG] [Frame 0897] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.8ms
2026-07-20 17:30:50.723 [DEBUG] [Frame 0898] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 47.0ms (3 crops) | Total: 80.4ms
2026-07-20 17:30:50.769 [DEBUG] [Frame 0899] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.0ms
2026-07-20 17:30:50.846 [DEBUG] [Frame 0900] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 44.5ms (3 crops) | Total: 77.0ms
2026-07-20 17:30:50.909 [DEBUG] [Frame 0901] Decode(GPU): 12.2ms | Preprocess: 1.5ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 29.8ms (2 crops) | Total: 63.1ms
2026-07-20 17:30:50.989 [DEBUG] [Frame 0902] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 46.3ms (3 crops) | Total: 80.1ms
2026-07-20 17:30:51.054 [DEBUG] [Frame 0903] Decode(GPU): 12.0ms | Preprocess: 1.0ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 64.3ms
2026-07-20 17:30:51.116 [DEBUG] [Frame 0904] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 30.4ms (2 crops) | Total: 62.8ms
2026-07-20 17:30:51.163 [DEBUG] [Frame 0905] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 46.9ms
2026-07-20 17:30:51.242 [DEBUG] [Frame 0906] Decode(GPU): 11.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 45.6ms (3 crops) | Total: 78.9ms
2026-07-20 17:30:51.289 [DEBUG] [Frame 0907] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:51.338 [DEBUG] [Frame 0908] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 48.8ms
2026-07-20 17:30:51.403 [DEBUG] [Frame 0909] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 30.8ms (2 crops) | Total: 65.2ms
2026-07-20 17:30:51.466 [DEBUG] [Frame 0910] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 31.4ms (2 crops) | Total: 62.9ms
2026-07-20 17:30:51.513 [DEBUG] [Frame 0911] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 47.6ms
2026-07-20 17:30:51.578 [DEBUG] [Frame 0912] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 64.9ms
2026-07-20 17:30:51.657 [DEBUG] [Frame 0913] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 78.9ms
2026-07-20 17:30:51.738 [DEBUG] [Frame 0914] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 46.4ms (3 crops) | Total: 80.8ms
2026-07-20 17:30:51.801 [DEBUG] [Frame 0915] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 62.6ms
2026-07-20 17:30:51.864 [DEBUG] [Frame 0916] Decode(GPU): 11.0ms | Preprocess: 1.3ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 63.2ms
2026-07-20 17:30:51.912 [DEBUG] [Frame 0917] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 48.3ms
2026-07-20 17:30:51.974 [DEBUG] [Frame 0918] Decode(GPU): 10.4ms | Preprocess: 1.0ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 30.1ms (2 crops) | Total: 62.2ms
2026-07-20 17:30:52.037 [DEBUG] [Frame 0919] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 31.1ms (2 crops) | Total: 62.8ms
2026-07-20 17:30:52.117 [DEBUG] [Frame 0920] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 45.5ms (3 crops) | Total: 80.0ms
2026-07-20 17:30:52.164 [DEBUG] [Frame 0921] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 47.3ms
2026-07-20 17:30:52.244 [DEBUG] [Frame 0922] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 46.8ms (3 crops) | Total: 79.2ms
2026-07-20 17:30:52.291 [DEBUG] [Frame 0923] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 47.5ms
2026-07-20 17:30:52.339 [DEBUG] [Frame 0924] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 48.0ms
2026-07-20 17:30:52.402 [DEBUG] [Frame 0925] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 29.9ms (2 crops) | Total: 63.0ms
2026-07-20 17:30:52.465 [DEBUG] [Frame 0926] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.8ms (2 crops) | Total: 63.0ms
2026-07-20 17:30:52.544 [DEBUG] [Frame 0927] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 46.6ms (3 crops) | Total: 79.2ms
2026-07-20 17:30:52.606 [DEBUG] [Frame 0928] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 30.6ms (2 crops) | Total: 61.5ms
2026-07-20 17:30:52.653 [DEBUG] [Frame 0929] Decode(GPU): 12.5ms | Preprocess: 1.0ms | YOLO(w8a16): 17.1ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 47.6ms
2026-07-20 17:30:52.700 [DEBUG] [Frame 0930] Decode(GPU): 10.7ms | Preprocess: 1.0ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 47.0ms
2026-07-20 17:30:52.765 [DEBUG] [Frame 0931] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 30.6ms (2 crops) | Total: 64.8ms
2026-07-20 17:30:52.845 [DEBUG] [Frame 0932] Decode(GPU): 11.1ms | Preprocess: 1.5ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 46.2ms (3 crops) | Total: 79.6ms
2026-07-20 17:30:52.906 [DEBUG] [Frame 0933] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 30.1ms (2 crops) | Total: 61.7ms
2026-07-20 17:30:52.953 [DEBUG] [Frame 0934] Decode(GPU): 10.7ms | Preprocess: 1.5ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 15.5ms (1 crops) | Total: 46.3ms
2026-07-20 17:30:53.031 [DEBUG] [Frame 0935] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 45.3ms (3 crops) | Total: 78.0ms
2026-07-20 17:30:53.110 [DEBUG] [Frame 0936] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 44.3ms (3 crops) | Total: 79.2ms
2026-07-20 17:30:53.156 [DEBUG] [Frame 0937] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.1ms
2026-07-20 17:30:53.203 [DEBUG] [Frame 0938] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 47.2ms
2026-07-20 17:30:53.250 [DEBUG] [Frame 0939] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:53.331 [DEBUG] [Frame 0940] Decode(GPU): 11.8ms | Preprocess: 1.5ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 46.2ms (3 crops) | Total: 80.8ms
2026-07-20 17:30:53.394 [DEBUG] [Frame 0941] Decode(GPU): 11.4ms | Preprocess: 1.3ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 29.8ms (2 crops) | Total: 62.9ms
2026-07-20 17:30:53.442 [DEBUG] [Frame 0942] Decode(GPU): 11.7ms | Preprocess: 1.5ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 14.7ms (1 crops) | Total: 48.4ms
2026-07-20 17:30:53.506 [DEBUG] [Frame 0943] Decode(GPU): 10.7ms | Preprocess: 1.0ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 63.3ms
2026-07-20 17:30:53.567 [DEBUG] [Frame 0944] Decode(GPU): 10.2ms | Preprocess: 1.2ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 29.5ms (2 crops) | Total: 61.0ms
2026-07-20 17:30:53.644 [DEBUG] [Frame 0945] Decode(GPU): 11.1ms | Preprocess: 1.1ms | YOLO(w8a16): 17.3ms | DINOv2(w8a16): 44.8ms (3 crops) | Total: 77.4ms
2026-07-20 17:30:53.724 [DEBUG] [Frame 0946] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 47.0ms (3 crops) | Total: 80.3ms
2026-07-20 17:30:53.805 [DEBUG] [Frame 0947] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.7ms
2026-07-20 17:30:53.868 [DEBUG] [Frame 0948] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 30.9ms (2 crops) | Total: 63.5ms
2026-07-20 17:30:53.932 [DEBUG] [Frame 0949] Decode(GPU): 12.7ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 63.9ms
2026-07-20 17:30:54.010 [DEBUG] [Frame 0950] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(w8a16): 16.7ms | DINOv2(w8a16): 45.4ms (3 crops) | Total: 77.4ms
2026-07-20 17:30:54.057 [DEBUG] [Frame 0951] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 47.1ms
2026-07-20 17:30:54.137 [DEBUG] [Frame 0952] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 46.7ms (3 crops) | Total: 80.2ms
2026-07-20 17:30:54.201 [DEBUG] [Frame 0953] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(w8a16): 18.8ms | DINOv2(w8a16): 30.6ms (2 crops) | Total: 64.4ms
2026-07-20 17:30:54.263 [DEBUG] [Frame 0954] Decode(GPU): 11.6ms | Preprocess: 1.4ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 61.8ms
2026-07-20 17:30:54.312 [DEBUG] [Frame 0955] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(w8a16): 18.5ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 49.0ms
2026-07-20 17:30:54.374 [DEBUG] [Frame 0956] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 29.6ms (2 crops) | Total: 61.8ms
2026-07-20 17:30:54.437 [DEBUG] [Frame 0957] Decode(GPU): 11.2ms | Preprocess: 1.5ms | YOLO(w8a16): 17.8ms | DINOv2(w8a16): 30.7ms (2 crops) | Total: 63.6ms
2026-07-20 17:30:54.485 [DEBUG] [Frame 0958] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 47.3ms
2026-07-20 17:30:54.531 [DEBUG] [Frame 0959] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 46.3ms
2026-07-20 17:30:54.611 [DEBUG] [Frame 0960] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 46.1ms (3 crops) | Total: 80.2ms
2026-07-20 17:30:54.690 [DEBUG] [Frame 0961] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 45.4ms (3 crops) | Total: 78.9ms
2026-07-20 17:30:54.736 [DEBUG] [Frame 0962] Decode(GPU): 10.4ms | Preprocess: 1.1ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 45.3ms
2026-07-20 17:30:54.798 [DEBUG] [Frame 0963] Decode(GPU): 10.4ms | Preprocess: 1.5ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 62.1ms
2026-07-20 17:30:54.878 [DEBUG] [Frame 0964] Decode(GPU): 12.4ms | Preprocess: 1.5ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 45.2ms (3 crops) | Total: 80.4ms
2026-07-20 17:30:54.956 [DEBUG] [Frame 0965] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(w8a16): 17.5ms | DINOv2(w8a16): 45.0ms (3 crops) | Total: 77.8ms
2026-07-20 17:30:55.036 [DEBUG] [Frame 0966] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 46.6ms (3 crops) | Total: 79.8ms
2026-07-20 17:30:55.082 [DEBUG] [Frame 0967] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 14.8ms (1 crops) | Total: 45.8ms
2026-07-20 17:30:55.128 [DEBUG] [Frame 0968] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(w8a16): 17.9ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:55.176 [DEBUG] [Frame 0969] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 15.0ms (1 crops) | Total: 48.2ms
2026-07-20 17:30:55.238 [DEBUG] [Frame 0970] Decode(GPU): 10.4ms | Preprocess: 1.2ms | YOLO(w8a16): 16.7ms | DINOv2(w8a16): 31.0ms (2 crops) | Total: 62.0ms
2026-07-20 17:30:55.319 [DEBUG] [Frame 0971] Decode(GPU): 10.7ms | Preprocess: 1.3ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 47.0ms (3 crops) | Total: 80.5ms
2026-07-20 17:30:55.382 [DEBUG] [Frame 0972] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 29.7ms (2 crops) | Total: 62.8ms
2026-07-20 17:30:55.427 [DEBUG] [Frame 0973] Decode(GPU): 11.1ms | Preprocess: 1.0ms | YOLO(w8a16): 16.6ms | DINOv2(w8a16): 15.4ms (1 crops) | Total: 45.6ms
2026-07-20 17:30:55.503 [DEBUG] [Frame 0974] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 44.2ms (3 crops) | Total: 75.5ms
2026-07-20 17:30:55.566 [DEBUG] [Frame 0975] Decode(GPU): 10.5ms | Preprocess: 1.1ms | YOLO(w8a16): 19.0ms | DINOv2(w8a16): 30.3ms (2 crops) | Total: 63.4ms
2026-07-20 17:30:55.613 [DEBUG] [Frame 0976] Decode(GPU): 11.3ms | Preprocess: 1.0ms | YOLO(w8a16): 18.1ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 47.0ms
2026-07-20 17:30:55.660 [DEBUG] [Frame 0977] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(w8a16): 17.2ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 47.1ms
2026-07-20 17:30:55.707 [DEBUG] [Frame 0978] Decode(GPU): 10.8ms | Preprocess: 1.2ms | YOLO(w8a16): 17.7ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 46.7ms
2026-07-20 17:30:55.757 [DEBUG] [Frame 0979] Decode(GPU): 12.4ms | Preprocess: 1.2ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 49.7ms
2026-07-20 17:30:55.837 [DEBUG] [Frame 0980] Decode(GPU): 11.5ms | Preprocess: 1.4ms | YOLO(w8a16): 18.9ms | DINOv2(w8a16): 45.0ms (3 crops) | Total: 80.1ms
2026-07-20 17:30:55.916 [DEBUG] [Frame 0981] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(w8a16): 16.9ms | DINOv2(w8a16): 47.1ms (3 crops) | Total: 78.9ms
2026-07-20 17:30:55.963 [DEBUG] [Frame 0982] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(w8a16): 18.3ms | DINOv2(w8a16): 14.9ms (1 crops) | Total: 47.2ms
2026-07-20 17:30:56.029 [DEBUG] [Frame 0983] Decode(GPU): 12.0ms | Preprocess: 1.2ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 31.3ms (2 crops) | Total: 65.6ms
2026-07-20 17:30:56.076 [DEBUG] [Frame 0984] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.0ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 47.6ms
2026-07-20 17:30:56.142 [DEBUG] [Frame 0985] Decode(GPU): 11.7ms | Preprocess: 1.4ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 31.2ms (2 crops) | Total: 65.5ms
2026-07-20 17:30:56.221 [DEBUG] [Frame 0986] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(w8a16): 18.7ms | DINOv2(w8a16): 44.9ms (3 crops) | Total: 79.0ms
2026-07-20 17:30:56.269 [DEBUG] [Frame 0987] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.2ms (1 crops) | Total: 48.4ms
2026-07-20 17:30:56.316 [DEBUG] [Frame 0988] Decode(GPU): 10.2ms | Preprocess: 1.1ms | YOLO(w8a16): 18.6ms | DINOv2(w8a16): 15.3ms (1 crops) | Total: 46.9ms
2026-07-20 17:30:56.379 [DEBUG] [Frame 0989] Decode(GPU): 11.5ms | Preprocess: 1.2ms | YOLO(w8a16): 18.4ms | DINOv2(w8a16): 29.4ms (2 crops) | Total: 63.1ms
2026-07-20 17:30:56.441 [DEBUG] [Frame 0990] Decode(GPU): 11.2ms | Preprocess: 1.4ms | YOLO(w8a16): 17.4ms | DINOv2(w8a16): 30.0ms (2 crops) | Total: 62.0ms
2026-07-20 17:30:56.519 [DEBUG] [Frame 0991] Decode(GPU): 10.8ms | Preprocess: 1.5ms | YOLO(w8a16): 16.8ms | DINOv2(w8a16): 45.5ms (3 crops) | Total: 77.5ms
2026-07-20 17:30:56.565 [DEBUG] [Frame 0992] Decode(GPU): 11.2ms | Preprocess: 1.2ms | YOLO(w8a16): 17.0ms | DINOv2(w8a16): 15.1ms (1 crops) | Total: 46.1ms
2026-07-20 17:30:56.629 [DEBUG] [Frame 0993] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(w8a16): 18.2ms | DINOv2(w8a16): 30.2ms (2 crops) | Total: 64.5ms
2026-07-20 17:30:56.676 [DEBUG] [Frame 0994] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(w8a16): 17.6ms | DINOv2(w8a16): 15.6ms (1 crops) | Total: 46.9ms
