2026-07-20 18:30:00.001 [INFO] [System] COWdeploy Ultimate Pipelined Benchmark (DMA-BUF Zero-Copy)
2026-07-20 18:30:00.001 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:30:00.001 [INFO] [System] OS: Ubuntu 24.04.2 LTS aarch64
2026-07-20 18:30:00.001 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:30:00.001 [INFO] [Pipeline] Configuration: 
    - Architecture: 3-Stage Asynchronous Pipeline (Decode -> Detect -> Extract)
    - Zero-Copy: DMA-BUF (ION Memory) FD passing enabled
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:30:00.056 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:30:00.071 [INFO] [Video] V4L2 Hardware Decoder initialized. DMA-BUF Export enabled.
2026-07-20 18:30:00.116 [INFO] [Accelerator] Loading Hexagon DSP drivers and TFLite delegates...
2026-07-20 18:30:00.236 [INFO] [Accelerator] TFLite Context loaded successfully to CDSP. DMA-BUF Import enabled.
2026-07-20 18:30:00.241 [INFO] [Pipeline] Starting multi-threaded pipeline processing loop...
2026-07-20 18:30:00.274 [DEBUG] [Pipeline-Sink] Frame 0000 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: Skipped | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 20.0ms
2026-07-20 18:30:28.907 [DEBUG] [Pipeline-Sink] Frame 0859 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.6ms
2026-07-20 18:30:28.940 [DEBUG] [Pipeline-Sink] Frame 0860 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:28.974 [DEBUG] [Pipeline-Sink] Frame 0861 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:29.007 [DEBUG] [Pipeline-Sink] Frame 0862 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.3ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.4ms
2026-07-20 18:30:29.040 [DEBUG] [Pipeline-Sink] Frame 0863 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 23.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.2ms
2026-07-20 18:30:29.074 [DEBUG] [Pipeline-Sink] Frame 0864 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:29.107 [DEBUG] [Pipeline-Sink] Frame 0865 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.7ms
2026-07-20 18:30:29.140 [DEBUG] [Pipeline-Sink] Frame 0866 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 32.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.9ms
2026-07-20 18:30:29.174 [DEBUG] [Pipeline-Sink] Frame 0867 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.9ms
2026-07-20 18:30:29.207 [DEBUG] [Pipeline-Sink] Frame 0868 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.7ms
2026-07-20 18:30:29.240 [DEBUG] [Pipeline-Sink] Frame 0869 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 30.7ms
2026-07-20 18:30:29.274 [DEBUG] [Pipeline-Sink] Frame 0870 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 23.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.4ms
2026-07-20 18:30:29.307 [DEBUG] [Pipeline-Sink] Frame 0871 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.7ms
2026-07-20 18:30:29.340 [DEBUG] [Pipeline-Sink] Frame 0872 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:29.374 [DEBUG] [Pipeline-Sink] Frame 0873 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.3ms
2026-07-20 18:30:29.407 [DEBUG] [Pipeline-Sink] Frame 0874 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:29.440 [DEBUG] [Pipeline-Sink] Frame 0875 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.5ms
2026-07-20 18:30:29.474 [DEBUG] [Pipeline-Sink] Frame 0876 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.7ms
2026-07-20 18:30:29.507 [DEBUG] [Pipeline-Sink] Frame 0877 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 23.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.2ms
2026-07-20 18:30:29.540 [DEBUG] [Pipeline-Sink] Frame 0878 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.3ms
2026-07-20 18:30:29.574 [DEBUG] [Pipeline-Sink] Frame 0879 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:29.607 [DEBUG] [Pipeline-Sink] Frame 0880 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 32.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.0ms
2026-07-20 18:30:29.640 [DEBUG] [Pipeline-Sink] Frame 0881 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.3ms
2026-07-20 18:30:29.674 [DEBUG] [Pipeline-Sink] Frame 0882 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 32.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:29.707 [DEBUG] [Pipeline-Sink] Frame 0883 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:29.740 [DEBUG] [Pipeline-Sink] Frame 0884 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.1ms
2026-07-20 18:30:29.774 [DEBUG] [Pipeline-Sink] Frame 0885 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:29.807 [DEBUG] [Pipeline-Sink] Frame 0886 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.0ms
2026-07-20 18:30:29.840 [DEBUG] [Pipeline-Sink] Frame 0887 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.2ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.4ms
2026-07-20 18:30:29.874 [DEBUG] [Pipeline-Sink] Frame 0888 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.3ms
2026-07-20 18:30:29.907 [DEBUG] [Pipeline-Sink] Frame 0889 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.3ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.9ms
2026-07-20 18:30:29.940 [DEBUG] [Pipeline-Sink] Frame 0890 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:29.974 [DEBUG] [Pipeline-Sink] Frame 0891 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 22.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:30.007 [DEBUG] [Pipeline-Sink] Frame 0892 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.2ms
2026-07-20 18:30:30.040 [DEBUG] [Pipeline-Sink] Frame 0893 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:30.074 [DEBUG] [Pipeline-Sink] Frame 0894 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:30.107 [DEBUG] [Pipeline-Sink] Frame 0895 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.3ms
2026-07-20 18:30:30.140 [DEBUG] [Pipeline-Sink] Frame 0896 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:30.174 [DEBUG] [Pipeline-Sink] Frame 0897 ready | Decode[GPU_Thread]: 10.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 52.4ms
2026-07-20 18:30:30.207 [DEBUG] [Pipeline-Sink] Frame 0898 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 33.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.5ms
2026-07-20 18:30:30.240 [DEBUG] [Pipeline-Sink] Frame 0899 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.3ms
2026-07-20 18:30:30.274 [DEBUG] [Pipeline-Sink] Frame 0900 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:30.307 [DEBUG] [Pipeline-Sink] Frame 0901 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 11.0ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.9ms
2026-07-20 18:30:30.340 [DEBUG] [Pipeline-Sink] Frame 0902 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 33.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.0ms
2026-07-20 18:30:30.374 [DEBUG] [Pipeline-Sink] Frame 0903 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.0ms
2026-07-20 18:30:30.407 [DEBUG] [Pipeline-Sink] Frame 0904 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:30.440 [DEBUG] [Pipeline-Sink] Frame 0905 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 22.5ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:30.474 [DEBUG] [Pipeline-Sink] Frame 0906 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.0ms
2026-07-20 18:30:30.507 [DEBUG] [Pipeline-Sink] Frame 0907 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:30.540 [DEBUG] [Pipeline-Sink] Frame 0908 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.4ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:30.574 [DEBUG] [Pipeline-Sink] Frame 0909 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 22.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.8ms
2026-07-20 18:30:30.607 [DEBUG] [Pipeline-Sink] Frame 0910 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 34.5ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.4ms
2026-07-20 18:30:30.640 [DEBUG] [Pipeline-Sink] Frame 0911 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.8ms
2026-07-20 18:30:30.674 [DEBUG] [Pipeline-Sink] Frame 0912 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.2ms
2026-07-20 18:30:30.707 [DEBUG] [Pipeline-Sink] Frame 0913 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 22.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:30.740 [DEBUG] [Pipeline-Sink] Frame 0914 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 33.8ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.9ms
2026-07-20 18:30:30.774 [DEBUG] [Pipeline-Sink] Frame 0915 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.8ms
2026-07-20 18:30:30.807 [DEBUG] [Pipeline-Sink] Frame 0916 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.4ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.7ms
2026-07-20 18:30:30.840 [DEBUG] [Pipeline-Sink] Frame 0917 ready | Decode[GPU_Thread]: 10.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 41.9ms
2026-07-20 18:30:30.874 [DEBUG] [Pipeline-Sink] Frame 0918 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.6ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.7ms
2026-07-20 18:30:30.907 [DEBUG] [Pipeline-Sink] Frame 0919 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 32.6ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.9ms
2026-07-20 18:30:30.940 [DEBUG] [Pipeline-Sink] Frame 0920 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.2ms
2026-07-20 18:30:30.974 [DEBUG] [Pipeline-Sink] Frame 0921 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:31.007 [DEBUG] [Pipeline-Sink] Frame 0922 ready | Decode[GPU_Thread]: 11.2ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.2ms
2026-07-20 18:30:31.040 [DEBUG] [Pipeline-Sink] Frame 0923 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 10.9ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.5ms
2026-07-20 18:30:31.074 [DEBUG] [Pipeline-Sink] Frame 0924 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 22.2ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.5ms
2026-07-20 18:30:31.107 [DEBUG] [Pipeline-Sink] Frame 0925 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 22.9ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.7ms
2026-07-20 18:30:31.140 [DEBUG] [Pipeline-Sink] Frame 0926 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 21.7ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:31.174 [DEBUG] [Pipeline-Sink] Frame 0927 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.1ms
2026-07-20 18:30:31.207 [DEBUG] [Pipeline-Sink] Frame 0928 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.7ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 55.6ms
2026-07-20 18:30:31.240 [DEBUG] [Pipeline-Sink] Frame 0929 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.8ms
2026-07-20 18:30:31.274 [DEBUG] [Pipeline-Sink] Frame 0930 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 8.7ms | DINOv2[DSP_Thread]: 21.8ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.1ms
2026-07-20 18:30:31.307 [DEBUG] [Pipeline-Sink] Frame 0931 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 23.1ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.0ms
2026-07-20 18:30:31.340 [DEBUG] [Pipeline-Sink] Frame 0932 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 32.9ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.6ms
2026-07-20 18:30:31.374 [DEBUG] [Pipeline-Sink] Frame 0933 ready | Decode[GPU_Thread]: 11.0ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.4ms
2026-07-20 18:30:31.407 [DEBUG] [Pipeline-Sink] Frame 0934 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 21.6ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 42.9ms
2026-07-20 18:30:31.440 [DEBUG] [Pipeline-Sink] Frame 0935 ready | Decode[GPU_Thread]: 11.8ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 10.8ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.3ms
2026-07-20 18:30:31.474 [DEBUG] [Pipeline-Sink] Frame 0936 ready | Decode[GPU_Thread]: 10.7ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.5ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.9ms
2026-07-20 18:30:31.507 [DEBUG] [Pipeline-Sink] Frame 0937 ready | Decode[GPU_Thread]: 11.1ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 43.9ms
2026-07-20 18:30:31.540 [DEBUG] [Pipeline-Sink] Frame 0938 ready | Decode[GPU_Thread]: 10.9ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 33.3ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:31.574 [DEBUG] [Pipeline-Sink] Frame 0939 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.8ms | DINOv2[DSP_Thread]: 34.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:31.607 [DEBUG] [Pipeline-Sink] Frame 0940 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.5ms | DINOv2[DSP_Thread]: 11.2ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 32.1ms
2026-07-20 18:30:31.640 [DEBUG] [Pipeline-Sink] Frame 0941 ready | Decode[GPU_Thread]: 11.7ms | YOLO[DSP_Thread]: 9.0ms | DINOv2[DSP_Thread]: 23.0ms (2 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 44.5ms
2026-07-20 18:30:31.674 [DEBUG] [Pipeline-Sink] Frame 0942 ready | Decode[GPU_Thread]: 10.5ms | YOLO[DSP_Thread]: 8.9ms | DINOv2[DSP_Thread]: 11.4ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
2026-07-20 18:30:31.707 [DEBUG] [Pipeline-Sink] Frame 0943 ready | Decode[GPU_Thread]: 11.3ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 34.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:31.740 [DEBUG] [Pipeline-Sink] Frame 0944 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.3ms | DINOv2[DSP_Thread]: 34.1ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 54.6ms
2026-07-20 18:30:31.774 [DEBUG] [Pipeline-Sink] Frame 0945 ready | Decode[GPU_Thread]: 11.6ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 33.0ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.7ms
2026-07-20 18:30:31.807 [DEBUG] [Pipeline-Sink] Frame 0946 ready | Decode[GPU_Thread]: 11.5ms | YOLO[DSP_Thread]: 8.6ms | DINOv2[DSP_Thread]: 32.4ms (3 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 53.4ms
2026-07-20 18:30:31.840 [DEBUG] [Pipeline-Sink] Frame 0947 ready | Decode[GPU_Thread]: 11.4ms | YOLO[DSP_Thread]: 8.4ms | DINOv2[DSP_Thread]: 11.1ms (1 crops) | Zero-Copy Overhead: 0.0ms | End-to-End Latency: 31.6ms
