2026-07-20 17:30:00.001 [INFO] [System] COWdeploy Edge Benchmarking Suite (Precision: FP16)
2026-07-20 17:30:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 17:30:00.030 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 17:30:00.055 [INFO] [Pipeline] Configuration: 
    - Detection Backend: QNN (Hexagon DSP) - yolov8n-seg_fp16.bin
    - Feature Extractor Backend: QNN (Hexagon DSP) - dinov2_vits14_fp16.bin
2026-07-20 17:30:00.110 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 17:30:00.120 [INFO] [QNN] Loading libQnnHtp.so (Hexagon Tensor Processor)...
2026-07-20 17:30:00.165 [INFO] [QNN] Loading context binary yolov8n-seg_fp16.bin to CDSP...
2026-07-20 17:30:00.175 [INFO] [QNN] Model loaded. Optimized for FP16.
2026-07-20 17:30:00.180 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 17:30:00.218 [DEBUG] [Frame 0000] Decode(GPU): 11.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.6ms | DINOv2: Skipped | Total: 38.4ms
2026-07-20 17:31:07.436 [DEBUG] [Frame 0895] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 44.6ms (2 crops) | Total: 84.5ms
2026-07-20 17:31:07.522 [DEBUG] [Frame 0896] Decode(GPU): 10.9ms | Preprocess: 1.5ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:07.607 [DEBUG] [Frame 0897] Decode(GPU): 11.4ms | Preprocess: 1.2ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 85.2ms
2026-07-20 17:31:07.694 [DEBUG] [Frame 0898] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 87.3ms
2026-07-20 17:31:07.757 [DEBUG] [Frame 0899] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 62.6ms
2026-07-20 17:31:07.841 [DEBUG] [Frame 0900] Decode(GPU): 12.0ms | Preprocess: 1.0ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 44.0ms (2 crops) | Total: 84.3ms
2026-07-20 17:31:07.905 [DEBUG] [Frame 0901] Decode(GPU): 11.8ms | Preprocess: 1.1ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.4ms
2026-07-20 17:31:07.966 [DEBUG] [Frame 0902] Decode(GPU): 10.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 61.4ms
2026-07-20 17:31:08.052 [DEBUG] [Frame 0903] Decode(GPU): 12.1ms | Preprocess: 1.4ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 45.5ms (2 crops) | Total: 85.8ms
2026-07-20 17:31:08.137 [DEBUG] [Frame 0904] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 84.9ms
2026-07-20 17:31:08.198 [DEBUG] [Frame 0905] Decode(GPU): 10.8ms | Preprocess: 1.3ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.0ms (1 crops) | Total: 61.6ms
2026-07-20 17:31:08.307 [DEBUG] [Frame 0906] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 67.7ms (3 crops) | Total: 108.8ms
2026-07-20 17:31:08.414 [DEBUG] [Frame 0907] Decode(GPU): 10.9ms | Preprocess: 1.2ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 107.2ms
2026-07-20 17:31:08.479 [DEBUG] [Frame 0908] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 64.7ms
2026-07-20 17:31:08.564 [DEBUG] [Frame 0909] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 85.4ms
2026-07-20 17:31:08.628 [DEBUG] [Frame 0910] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 63.5ms
2026-07-20 17:31:08.691 [DEBUG] [Frame 0911] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 63.3ms
2026-07-20 17:31:08.800 [DEBUG] [Frame 0912] Decode(GPU): 11.5ms | Preprocess: 1.0ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 108.9ms
2026-07-20 17:31:08.910 [DEBUG] [Frame 0913] Decode(GPU): 11.4ms | Preprocess: 1.1ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 109.8ms
2026-07-20 17:31:08.995 [DEBUG] [Frame 0914] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 85.7ms
2026-07-20 17:31:09.059 [DEBUG] [Frame 0915] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.6ms
2026-07-20 17:31:09.146 [DEBUG] [Frame 0916] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 86.5ms
2026-07-20 17:31:09.209 [DEBUG] [Frame 0917] Decode(GPU): 12.7ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 63.7ms
2026-07-20 17:31:09.318 [DEBUG] [Frame 0918] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:09.404 [DEBUG] [Frame 0919] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 86.9ms
2026-07-20 17:31:09.515 [DEBUG] [Frame 0920] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 67.9ms (3 crops) | Total: 110.3ms
2026-07-20 17:31:09.621 [DEBUG] [Frame 0921] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 67.2ms (3 crops) | Total: 106.7ms
2026-07-20 17:31:09.731 [DEBUG] [Frame 0922] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 109.6ms
2026-07-20 17:31:09.792 [DEBUG] [Frame 0923] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 60.7ms
2026-07-20 17:31:09.855 [DEBUG] [Frame 0924] Decode(GPU): 12.4ms | Preprocess: 1.1ms | YOLO(fp16): 25.3ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 63.0ms
2026-07-20 17:31:09.917 [DEBUG] [Frame 0925] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 62.1ms
2026-07-20 17:31:10.023 [DEBUG] [Frame 0926] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 106.6ms
2026-07-20 17:31:10.108 [DEBUG] [Frame 0927] Decode(GPU): 11.8ms | Preprocess: 1.3ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 84.2ms
2026-07-20 17:31:10.220 [DEBUG] [Frame 0928] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 112.5ms
2026-07-20 17:31:10.331 [DEBUG] [Frame 0929] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(fp16): 26.7ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 110.6ms
2026-07-20 17:31:10.418 [DEBUG] [Frame 0930] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 45.2ms (2 crops) | Total: 86.8ms
2026-07-20 17:31:10.526 [DEBUG] [Frame 0931] Decode(GPU): 10.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 108.3ms
2026-07-20 17:31:10.635 [DEBUG] [Frame 0932] Decode(GPU): 12.2ms | Preprocess: 1.2ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 66.6ms (3 crops) | Total: 109.3ms
2026-07-20 17:31:10.721 [DEBUG] [Frame 0933] Decode(GPU): 12.2ms | Preprocess: 1.1ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 85.7ms
2026-07-20 17:31:10.806 [DEBUG] [Frame 0934] Decode(GPU): 10.6ms | Preprocess: 1.2ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 84.6ms
2026-07-20 17:31:10.914 [DEBUG] [Frame 0935] Decode(GPU): 10.6ms | Preprocess: 1.4ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 108.8ms
2026-07-20 17:31:11.024 [DEBUG] [Frame 0936] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 68.3ms (3 crops) | Total: 110.0ms
2026-07-20 17:31:11.085 [DEBUG] [Frame 0937] Decode(GPU): 10.8ms | Preprocess: 1.4ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 61.1ms
2026-07-20 17:31:11.146 [DEBUG] [Frame 0938] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 60.4ms
2026-07-20 17:31:11.208 [DEBUG] [Frame 0939] Decode(GPU): 10.7ms | Preprocess: 1.2ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 61.9ms
2026-07-20 17:31:11.270 [DEBUG] [Frame 0940] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 62.2ms
2026-07-20 17:31:11.333 [DEBUG] [Frame 0941] Decode(GPU): 11.9ms | Preprocess: 1.2ms | YOLO(fp16): 26.0ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 63.3ms
2026-07-20 17:31:11.397 [DEBUG] [Frame 0942] Decode(GPU): 11.6ms | Preprocess: 1.3ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 63.8ms
2026-07-20 17:31:11.482 [DEBUG] [Frame 0943] Decode(GPU): 11.7ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 85.5ms
2026-07-20 17:31:11.566 [DEBUG] [Frame 0944] Decode(GPU): 11.0ms | Preprocess: 1.5ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 44.5ms (2 crops) | Total: 83.4ms
2026-07-20 17:31:11.628 [DEBUG] [Frame 0945] Decode(GPU): 10.5ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.1ms (1 crops) | Total: 61.8ms
2026-07-20 17:31:11.712 [DEBUG] [Frame 0946] Decode(GPU): 10.6ms | Preprocess: 1.3ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 84.1ms
2026-07-20 17:31:11.819 [DEBUG] [Frame 0947] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 107.2ms
2026-07-20 17:31:11.928 [DEBUG] [Frame 0948] Decode(GPU): 10.6ms | Preprocess: 1.1ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 108.7ms
2026-07-20 17:31:12.038 [DEBUG] [Frame 0949] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 68.6ms (3 crops) | Total: 110.4ms
2026-07-20 17:31:12.145 [DEBUG] [Frame 0950] Decode(GPU): 10.5ms | Preprocess: 1.5ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 106.5ms
2026-07-20 17:31:12.207 [DEBUG] [Frame 0951] Decode(GPU): 10.5ms | Preprocess: 1.3ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 62.4ms
2026-07-20 17:31:12.270 [DEBUG] [Frame 0952] Decode(GPU): 10.7ms | Preprocess: 1.1ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 23.0ms (1 crops) | Total: 62.6ms
2026-07-20 17:31:12.376 [DEBUG] [Frame 0953] Decode(GPU): 10.6ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 106.6ms
2026-07-20 17:31:12.438 [DEBUG] [Frame 0954] Decode(GPU): 12.5ms | Preprocess: 1.1ms | YOLO(fp16): 24.2ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 61.7ms
2026-07-20 17:31:12.548 [DEBUG] [Frame 0955] Decode(GPU): 12.5ms | Preprocess: 1.5ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 110.0ms
2026-07-20 17:31:12.658 [DEBUG] [Frame 0956] Decode(GPU): 12.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 110.6ms
2026-07-20 17:31:12.744 [DEBUG] [Frame 0957] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 45.9ms (2 crops) | Total: 85.0ms
2026-07-20 17:31:12.852 [DEBUG] [Frame 0958] Decode(GPU): 12.2ms | Preprocess: 1.0ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 66.8ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:12.961 [DEBUG] [Frame 0959] Decode(GPU): 11.7ms | Preprocess: 1.0ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 67.8ms (3 crops) | Total: 108.8ms
2026-07-20 17:31:13.044 [DEBUG] [Frame 0960] Decode(GPU): 11.3ms | Preprocess: 1.2ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 44.3ms (2 crops) | Total: 83.9ms
2026-07-20 17:31:13.108 [DEBUG] [Frame 0961] Decode(GPU): 12.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 64.0ms
2026-07-20 17:31:13.172 [DEBUG] [Frame 0962] Decode(GPU): 12.0ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.4ms (1 crops) | Total: 63.6ms
2026-07-20 17:31:13.258 [DEBUG] [Frame 0963] Decode(GPU): 10.4ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:13.320 [DEBUG] [Frame 0964] Decode(GPU): 10.9ms | Preprocess: 1.0ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 62.3ms
2026-07-20 17:31:13.430 [DEBUG] [Frame 0965] Decode(GPU): 11.0ms | Preprocess: 1.4ms | YOLO(fp16): 25.6ms | DINOv2(fp16): 68.7ms (3 crops) | Total: 110.0ms
2026-07-20 17:31:13.493 [DEBUG] [Frame 0966] Decode(GPU): 12.0ms | Preprocess: 1.4ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 63.0ms
2026-07-20 17:31:13.556 [DEBUG] [Frame 0967] Decode(GPU): 11.4ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 63.3ms
2026-07-20 17:31:13.666 [DEBUG] [Frame 0968] Decode(GPU): 11.0ms | Preprocess: 1.0ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 68.5ms (3 crops) | Total: 109.8ms
2026-07-20 17:31:13.775 [DEBUG] [Frame 0969] Decode(GPU): 11.5ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 66.4ms (3 crops) | Total: 108.5ms
2026-07-20 17:31:13.838 [DEBUG] [Frame 0970] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 62.9ms
2026-07-20 17:31:13.924 [DEBUG] [Frame 0971] Decode(GPU): 12.4ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 44.9ms (2 crops) | Total: 86.4ms
2026-07-20 17:31:14.010 [DEBUG] [Frame 0972] Decode(GPU): 11.6ms | Preprocess: 1.2ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 86.0ms
2026-07-20 17:31:14.119 [DEBUG] [Frame 0973] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 67.6ms (3 crops) | Total: 109.3ms
2026-07-20 17:31:14.181 [DEBUG] [Frame 0974] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 24.7ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 61.2ms
2026-07-20 17:31:14.265 [DEBUG] [Frame 0975] Decode(GPU): 10.7ms | Preprocess: 1.5ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 84.4ms
2026-07-20 17:31:14.327 [DEBUG] [Frame 0976] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 61.6ms
2026-07-20 17:31:14.412 [DEBUG] [Frame 0977] Decode(GPU): 11.8ms | Preprocess: 1.4ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 44.4ms (2 crops) | Total: 85.2ms
2026-07-20 17:31:14.474 [DEBUG] [Frame 0978] Decode(GPU): 10.8ms | Preprocess: 1.1ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 22.5ms (1 crops) | Total: 62.4ms
2026-07-20 17:31:14.560 [DEBUG] [Frame 0979] Decode(GPU): 10.5ms | Preprocess: 1.0ms | YOLO(fp16): 25.9ms | DINOv2(fp16): 45.6ms (2 crops) | Total: 85.4ms
2026-07-20 17:31:14.667 [DEBUG] [Frame 0980] Decode(GPU): 11.2ms | Preprocess: 1.0ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 67.2ms (3 crops) | Total: 107.7ms
2026-07-20 17:31:14.752 [DEBUG] [Frame 0981] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 44.2ms (2 crops) | Total: 84.3ms
2026-07-20 17:31:14.836 [DEBUG] [Frame 0982] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(fp16): 24.6ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 84.8ms
2026-07-20 17:31:14.921 [DEBUG] [Frame 0983] Decode(GPU): 12.4ms | Preprocess: 1.0ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 44.7ms (2 crops) | Total: 84.8ms
2026-07-20 17:31:14.984 [DEBUG] [Frame 0984] Decode(GPU): 11.9ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.1ms
2026-07-20 17:31:15.092 [DEBUG] [Frame 0985] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 67.1ms (3 crops) | Total: 107.6ms
2026-07-20 17:31:15.200 [DEBUG] [Frame 0986] Decode(GPU): 10.3ms | Preprocess: 1.1ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 66.9ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:15.263 [DEBUG] [Frame 0987] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 22.6ms (1 crops) | Total: 63.1ms
2026-07-20 17:31:15.370 [DEBUG] [Frame 0988] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 66.1ms (3 crops) | Total: 107.3ms
2026-07-20 17:31:15.456 [DEBUG] [Frame 0989] Decode(GPU): 12.6ms | Preprocess: 1.3ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:15.519 [DEBUG] [Frame 0990] Decode(GPU): 11.6ms | Preprocess: 1.1ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 63.0ms
2026-07-20 17:31:15.631 [DEBUG] [Frame 0991] Decode(GPU): 12.0ms | Preprocess: 1.1ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 68.9ms (3 crops) | Total: 111.3ms
2026-07-20 17:31:15.718 [DEBUG] [Frame 0992] Decode(GPU): 12.5ms | Preprocess: 1.2ms | YOLO(fp16): 25.5ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 87.1ms
2026-07-20 17:31:15.781 [DEBUG] [Frame 0993] Decode(GPU): 12.1ms | Preprocess: 1.5ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 62.7ms
2026-07-20 17:31:15.888 [DEBUG] [Frame 0994] Decode(GPU): 10.5ms | Preprocess: 1.2ms | YOLO(fp16): 24.9ms | DINOv2(fp16): 67.5ms (3 crops) | Total: 107.2ms
2026-07-20 17:31:15.976 [DEBUG] [Frame 0995] Decode(GPU): 12.6ms | Preprocess: 1.2ms | YOLO(fp16): 26.6ms | DINOv2(fp16): 45.0ms (2 crops) | Total: 87.9ms
2026-07-20 17:31:16.037 [DEBUG] [Frame 0996] Decode(GPU): 11.0ms | Preprocess: 1.3ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 22.9ms (1 crops) | Total: 61.0ms
2026-07-20 17:31:16.123 [DEBUG] [Frame 0997] Decode(GPU): 11.0ms | Preprocess: 1.2ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 45.7ms (2 crops) | Total: 86.8ms
2026-07-20 17:31:16.185 [DEBUG] [Frame 0998] Decode(GPU): 10.3ms | Preprocess: 1.2ms | YOLO(fp16): 25.4ms | DINOv2(fp16): 22.8ms (1 crops) | Total: 61.6ms
2026-07-20 17:31:16.294 [DEBUG] [Frame 0999] Decode(GPU): 10.8ms | Preprocess: 1.0ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 108.7ms
2026-07-20 17:31:16.379 [DEBUG] [Frame 1000] Decode(GPU): 10.7ms | Preprocess: 1.4ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 44.8ms (2 crops) | Total: 85.7ms
2026-07-20 17:31:16.490 [DEBUG] [Frame 1001] Decode(GPU): 11.9ms | Preprocess: 1.4ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 67.9ms (3 crops) | Total: 111.0ms
2026-07-20 17:31:16.576 [DEBUG] [Frame 1002] Decode(GPU): 11.5ms | Preprocess: 1.0ms | YOLO(fp16): 25.8ms | DINOv2(fp16): 45.1ms (2 crops) | Total: 85.9ms
2026-07-20 17:31:16.685 [DEBUG] [Frame 1003] Decode(GPU): 12.7ms | Preprocess: 1.1ms | YOLO(fp16): 25.2ms | DINOv2(fp16): 66.5ms (3 crops) | Total: 108.5ms
2026-07-20 17:31:16.794 [DEBUG] [Frame 1004] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 67.5ms (3 crops) | Total: 109.1ms
2026-07-20 17:31:16.902 [DEBUG] [Frame 1005] Decode(GPU): 10.3ms | Preprocess: 1.3ms | YOLO(fp16): 25.7ms | DINOv2(fp16): 67.7ms (3 crops) | Total: 107.9ms
2026-07-20 17:31:17.009 [DEBUG] [Frame 1006] Decode(GPU): 10.9ms | Preprocess: 1.1ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 68.0ms (3 crops) | Total: 107.6ms
2026-07-20 17:31:17.071 [DEBUG] [Frame 1007] Decode(GPU): 12.3ms | Preprocess: 1.3ms | YOLO(fp16): 24.4ms | DINOv2(fp16): 22.3ms (1 crops) | Total: 61.9ms
2026-07-20 17:31:17.181 [DEBUG] [Frame 1008] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 67.4ms (3 crops) | Total: 109.9ms
2026-07-20 17:31:17.290 [DEBUG] [Frame 1009] Decode(GPU): 12.4ms | Preprocess: 1.4ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 67.0ms (3 crops) | Total: 108.8ms
2026-07-20 17:31:17.377 [DEBUG] [Frame 1010] Decode(GPU): 11.3ms | Preprocess: 1.4ms | YOLO(fp16): 26.3ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 86.9ms
2026-07-20 17:31:17.462 [DEBUG] [Frame 1011] Decode(GPU): 12.1ms | Preprocess: 1.3ms | YOLO(fp16): 24.5ms | DINOv2(fp16): 45.4ms (2 crops) | Total: 85.2ms
2026-07-20 17:31:17.548 [DEBUG] [Frame 1012] Decode(GPU): 11.1ms | Preprocess: 1.3ms | YOLO(fp16): 26.4ms | DINOv2(fp16): 45.3ms (2 crops) | Total: 86.3ms
2026-07-20 17:31:17.656 [DEBUG] [Frame 1013] Decode(GPU): 12.5ms | Preprocess: 1.3ms | YOLO(fp16): 24.3ms | DINOv2(fp16): 66.3ms (3 crops) | Total: 107.6ms
2026-07-20 17:31:17.764 [DEBUG] [Frame 1014] Decode(GPU): 11.1ms | Preprocess: 1.2ms | YOLO(fp16): 25.0ms | DINOv2(fp16): 68.1ms (3 crops) | Total: 108.2ms
2026-07-20 17:31:17.874 [DEBUG] [Frame 1015] Decode(GPU): 11.1ms | Preprocess: 1.4ms | YOLO(fp16): 26.1ms | DINOv2(fp16): 68.3ms (3 crops) | Total: 110.1ms
2026-07-20 17:31:17.936 [DEBUG] [Frame 1016] Decode(GPU): 10.9ms | Preprocess: 1.3ms | YOLO(fp16): 25.1ms | DINOv2(fp16): 22.2ms (1 crops) | Total: 61.3ms
2026-07-20 17:31:18.046 [DEBUG] [Frame 1017] Decode(GPU): 11.3ms | Preprocess: 1.1ms | YOLO(fp16): 26.5ms | DINOv2(fp16): 68.3ms (3 crops) | Total: 110.3ms
2026-07-20 17:31:18.130 [DEBUG] [Frame 1018] Decode(GPU): 11.3ms | Preprocess: 1.3ms | YOLO(fp16): 24.8ms | DINOv2(fp16): 44.2ms (2 crops) | Total: 84.2ms
2026-07-20 17:31:18.193 [DEBUG] [Frame 1019] Decode(GPU): 11.2ms | Preprocess: 1.3ms | YOLO(fp16): 26.2ms | DINOv2(fp16): 22.7ms (1 crops) | Total: 63.1ms
