2026-07-20 18:14:37.817 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.1 (Radxa CM5 / RK3588)
2026-07-20 18:14:37.817 [INFO] [System] Hardware: Radxa CM5 (Rockchip RK3588 - 6 TOPS NPU)
2026-07-20 18:14:37.817 [INFO] [System] OS: Ubuntu 22.04 LTS aarch64 (Radxa OS)
2026-07-20 18:14:37.817 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.8 GB
2026-07-20 18:14:37.817 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | Target FPS: 25.0 | Frames: 1800 (72s)
2026-07-20 18:14:37.817 [INFO] [Pipeline] Configuration: 
    - RKNN Toolkit Version: 2.0.0
    - Video Decode: MPP (Media Process Platform)
    - Preprocess: RGA (Raster Graphic Acceleration) Hardware Resizer
    - Detection Backend: rknn_api (NPU INT8) - yolov8n-seg.rknn
    - Feature Extractor Backend: rknn_api (NPU INT8) - dinov2_vits14.rknn
    - Memory Architecture: dma_buf (Zero-Copy between MPP -> RGA -> RKNN)
2026-07-20 18:14:37.817 [INFO] [RKNN] Loading model yolov8n-seg.rknn...
2026-07-20 18:14:37.918 [INFO] [RKNN] Loaded successfully. Input: [1, 640, 640, 3]. Precision: INT8. Target: RK3588 NPU Core 0.
2026-07-20 18:14:37.918 [INFO] [RKNN] Loading model dinov2_vits14.rknn...
2026-07-20 18:14:38.019 [INFO] [RKNN] Loaded successfully. Input: [1, 224, 224, 3]. Precision: INT8. Target: RK3588 NPU Core 1 & 2.
2026-07-20 18:14:38.019 [INFO] [Pipeline] Starting asynchronous RKNN C++ pipeline...
2026-07-20 18:14:38.019 [DEBUG] [Frame 0000] Decode(MPP): 7.9ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): Skipped (No cows) | Total Pipelined Latency: 21.1ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0969] Decode(MPP): 7.6ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 69.1ms (2 crops) | Total Pipelined Latency: 75.3ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0970] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 108.6ms (3 crops) | Total Pipelined Latency: 115.6ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0971] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 70.9ms (2 crops) | Total Pipelined Latency: 76.8ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0972] Decode(MPP): 7.6ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 41.1ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0973] Decode(MPP): 8.0ms | Resize(RGA): 3.0ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.4ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0974] Decode(MPP): 8.3ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0975] Decode(MPP): 8.3ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 71.0ms (2 crops) | Total Pipelined Latency: 76.9ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0976] Decode(MPP): 8.2ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 70.2ms (2 crops) | Total Pipelined Latency: 76.7ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0977] Decode(MPP): 7.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 71.4ms (2 crops) | Total Pipelined Latency: 77.3ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0978] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 70.4ms (2 crops) | Total Pipelined Latency: 76.9ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0979] Decode(MPP): 8.1ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 70.8ms (2 crops) | Total Pipelined Latency: 76.6ms
2026-07-20 18:14:38.032 [DEBUG] [Frame 0980] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 36.0ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0981] Decode(MPP): 7.7ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.7ms (1 crops) | Total Pipelined Latency: 39.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0982] Decode(MPP): 8.4ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 103.8ms (3 crops) | Total Pipelined Latency: 111.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0983] Decode(MPP): 7.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 108.5ms (3 crops) | Total Pipelined Latency: 116.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0984] Decode(MPP): 7.8ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 107.0ms (3 crops) | Total Pipelined Latency: 113.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0985] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 36.1ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0986] Decode(MPP): 7.9ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 70.6ms (2 crops) | Total Pipelined Latency: 76.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0987] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 70.6ms (2 crops) | Total Pipelined Latency: 77.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0988] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 105.4ms (3 crops) | Total Pipelined Latency: 113.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0989] Decode(MPP): 8.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 68.7ms (2 crops) | Total Pipelined Latency: 74.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0990] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 104.8ms (3 crops) | Total Pipelined Latency: 113.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0991] Decode(MPP): 8.4ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 105.6ms (3 crops) | Total Pipelined Latency: 112.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0992] Decode(MPP): 7.7ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 35.2ms (1 crops) | Total Pipelined Latency: 39.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0993] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 104.7ms (3 crops) | Total Pipelined Latency: 113.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0994] Decode(MPP): 7.9ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0995] Decode(MPP): 7.6ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 105.2ms (3 crops) | Total Pipelined Latency: 113.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0996] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 35.5ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0997] Decode(MPP): 8.1ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 105.6ms (3 crops) | Total Pipelined Latency: 113.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0998] Decode(MPP): 7.6ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 108.8ms (3 crops) | Total Pipelined Latency: 116.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 0999] Decode(MPP): 7.5ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 102.8ms (3 crops) | Total Pipelined Latency: 110.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1000] Decode(MPP): 8.2ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1001] Decode(MPP): 7.7ms | Resize(RGA): 2.5ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 68.2ms (2 crops) | Total Pipelined Latency: 74.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1002] Decode(MPP): 8.4ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.3ms (3 crops) | Total Pipelined Latency: 111.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1003] Decode(MPP): 8.4ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 71.1ms (2 crops) | Total Pipelined Latency: 77.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1004] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 69.0ms (2 crops) | Total Pipelined Latency: 75.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1005] Decode(MPP): 8.3ms | Resize(RGA): 3.5ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 70.6ms (2 crops) | Total Pipelined Latency: 76.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1006] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 72.3ms (2 crops) | Total Pipelined Latency: 79.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1007] Decode(MPP): 8.0ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 107.6ms (3 crops) | Total Pipelined Latency: 115.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1008] Decode(MPP): 7.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1009] Decode(MPP): 8.0ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 71.6ms (2 crops) | Total Pipelined Latency: 77.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1010] Decode(MPP): 8.3ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 104.6ms (3 crops) | Total Pipelined Latency: 111.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1011] Decode(MPP): 8.3ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 35.2ms (1 crops) | Total Pipelined Latency: 40.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1012] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 108.8ms (3 crops) | Total Pipelined Latency: 116.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1013] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.5ms | DINOv2(RKNN): 70.9ms (2 crops) | Total Pipelined Latency: 77.4ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1014] Decode(MPP): 8.4ms | Resize(RGA): 2.6ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 103.4ms (3 crops) | Total Pipelined Latency: 110.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1015] Decode(MPP): 7.8ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 108.5ms (3 crops) | Total Pipelined Latency: 115.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1016] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 108.7ms (3 crops) | Total Pipelined Latency: 116.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1017] Decode(MPP): 7.7ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 69.3ms (2 crops) | Total Pipelined Latency: 74.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1018] Decode(MPP): 7.7ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 70.0ms (2 crops) | Total Pipelined Latency: 76.6ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1019] Decode(MPP): 7.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 107.9ms (3 crops) | Total Pipelined Latency: 115.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1020] Decode(MPP): 7.5ms | Resize(RGA): 3.1ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1021] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 69.4ms (2 crops) | Total Pipelined Latency: 75.0ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1022] Decode(MPP): 8.4ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1023] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 102.5ms (3 crops) | Total Pipelined Latency: 110.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1024] Decode(MPP): 7.7ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 108.4ms (3 crops) | Total Pipelined Latency: 116.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1025] Decode(MPP): 8.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 35.1ms (1 crops) | Total Pipelined Latency: 39.4ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1026] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 36.0ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1027] Decode(MPP): 7.8ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 108.6ms (3 crops) | Total Pipelined Latency: 115.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1028] Decode(MPP): 8.0ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 71.2ms (2 crops) | Total Pipelined Latency: 77.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1029] Decode(MPP): 8.0ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 108.7ms (3 crops) | Total Pipelined Latency: 116.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1030] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 113.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1031] Decode(MPP): 8.2ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 69.0ms (2 crops) | Total Pipelined Latency: 74.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1032] Decode(MPP): 7.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 36.1ms (1 crops) | Total Pipelined Latency: 41.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1033] Decode(MPP): 8.0ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 109.1ms (3 crops) | Total Pipelined Latency: 117.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1034] Decode(MPP): 7.9ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 68.6ms (2 crops) | Total Pipelined Latency: 73.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1035] Decode(MPP): 8.4ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.7ms | DINOv2(RKNN): 36.5ms (1 crops) | Total Pipelined Latency: 40.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1036] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 34.1ms (1 crops) | Total Pipelined Latency: 38.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1037] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 103.8ms (3 crops) | Total Pipelined Latency: 112.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1038] Decode(MPP): 7.9ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 71.3ms (2 crops) | Total Pipelined Latency: 77.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1039] Decode(MPP): 7.9ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.6ms | DINOv2(RKNN): 35.0ms (1 crops) | Total Pipelined Latency: 38.9ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1040] Decode(MPP): 8.4ms | Resize(RGA): 3.5ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 102.3ms (3 crops) | Total Pipelined Latency: 109.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1041] Decode(MPP): 7.7ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 34.6ms (1 crops) | Total Pipelined Latency: 39.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1042] Decode(MPP): 8.5ms | Resize(RGA): 3.4ms | YOLO(RKNN): 17.5ms | DINOv2(RKNN): 34.6ms (1 crops) | Total Pipelined Latency: 39.8ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1043] Decode(MPP): 7.9ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 106.7ms (3 crops) | Total Pipelined Latency: 114.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1044] Decode(MPP): 8.4ms | Resize(RGA): 2.5ms | YOLO(RKNN): 17.6ms | DINOv2(RKNN): 34.2ms (1 crops) | Total Pipelined Latency: 38.2ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1045] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 106.1ms (3 crops) | Total Pipelined Latency: 113.1ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1046] Decode(MPP): 8.0ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 70.0ms (2 crops) | Total Pipelined Latency: 76.3ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1047] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 35.8ms (1 crops) | Total Pipelined Latency: 40.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1048] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 105.5ms (3 crops) | Total Pipelined Latency: 112.5ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1049] Decode(MPP): 7.5ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 69.5ms (2 crops) | Total Pipelined Latency: 75.7ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1050] Decode(MPP): 8.4ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 35.3ms (1 crops) | Total Pipelined Latency: 39.6ms
2026-07-20 18:14:38.033 [DEBUG] [Frame 1051] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 71.0ms (2 crops) | Total Pipelined Latency: 77.1ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1052] Decode(MPP): 7.8ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 106.6ms (3 crops) | Total Pipelined Latency: 114.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1053] Decode(MPP): 8.3ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 104.6ms (3 crops) | Total Pipelined Latency: 111.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1054] Decode(MPP): 8.5ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 34.4ms (1 crops) | Total Pipelined Latency: 38.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1055] Decode(MPP): 7.7ms | Resize(RGA): 2.8ms | YOLO(RKNN): 18.2ms | DINOv2(RKNN): 102.5ms (3 crops) | Total Pipelined Latency: 109.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1056] Decode(MPP): 7.6ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.9ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1057] Decode(MPP): 7.7ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 70.3ms (2 crops) | Total Pipelined Latency: 76.3ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1058] Decode(MPP): 7.5ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 36.4ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1059] Decode(MPP): 8.4ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 104.8ms (3 crops) | Total Pipelined Latency: 112.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1060] Decode(MPP): 7.8ms | Resize(RGA): 3.4ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 106.8ms (3 crops) | Total Pipelined Latency: 115.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1061] Decode(MPP): 8.5ms | Resize(RGA): 2.9ms | YOLO(RKNN): 18.1ms | DINOv2(RKNN): 70.7ms (2 crops) | Total Pipelined Latency: 76.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1062] Decode(MPP): 7.8ms | Resize(RGA): 2.5ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 34.9ms (1 crops) | Total Pipelined Latency: 39.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1063] Decode(MPP): 7.8ms | Resize(RGA): 2.6ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 72.7ms (2 crops) | Total Pipelined Latency: 78.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1064] Decode(MPP): 7.7ms | Resize(RGA): 3.1ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 35.9ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1065] Decode(MPP): 8.0ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 35.6ms (1 crops) | Total Pipelined Latency: 40.0ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1066] Decode(MPP): 8.2ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.8ms | DINOv2(RKNN): 103.4ms (3 crops) | Total Pipelined Latency: 111.3ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1067] Decode(MPP): 7.5ms | Resize(RGA): 3.3ms | YOLO(RKNN): 18.3ms | DINOv2(RKNN): 105.9ms (3 crops) | Total Pipelined Latency: 113.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1068] Decode(MPP): 8.5ms | Resize(RGA): 3.2ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 104.2ms (3 crops) | Total Pipelined Latency: 111.1ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1069] Decode(MPP): 7.8ms | Resize(RGA): 2.7ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 68.7ms (2 crops) | Total Pipelined Latency: 74.4ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1070] Decode(MPP): 8.3ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.9ms | DINOv2(RKNN): 35.7ms (1 crops) | Total Pipelined Latency: 40.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1071] Decode(MPP): 8.2ms | Resize(RGA): 3.0ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 34.7ms (1 crops) | Total Pipelined Latency: 38.9ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1072] Decode(MPP): 8.3ms | Resize(RGA): 2.7ms | YOLO(RKNN): 18.0ms | DINOv2(RKNN): 36.2ms (1 crops) | Total Pipelined Latency: 40.6ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1073] Decode(MPP): 8.1ms | Resize(RGA): 2.8ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 102.5ms (3 crops) | Total Pipelined Latency: 109.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1074] Decode(MPP): 7.8ms | Resize(RGA): 3.2ms | YOLO(RKNN): 18.4ms | DINOv2(RKNN): 34.3ms (1 crops) | Total Pipelined Latency: 39.2ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1075] Decode(MPP): 8.5ms | Resize(RGA): 3.0ms | YOLO(RKNN): 18.7ms | DINOv2(RKNN): 36.3ms (1 crops) | Total Pipelined Latency: 40.7ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1076] Decode(MPP): 8.1ms | Resize(RGA): 3.0ms | YOLO(RKNN): 17.8ms | DINOv2(RKNN): 70.4ms (2 crops) | Total Pipelined Latency: 76.8ms
2026-07-20 18:14:38.034 [DEBUG] [Frame 1077] Decode(MPP): 8.3ms | Resize(RGA): 3.2ms | YOLO(RKNN): 19.0ms | DINOv2(RKNN): 36.4ms (1 crops) | Total Pipelined Latency: 41.0ms
