2026-07-20 18:20:39.003 [INFO] [System] COWdeploy Edge Benchmarking Suite v4.0 (Jetson Orin NX)
2026-07-20 18:20:39.003 [INFO] [System] Hardware: NVIDIA Jetson Orin NX (100 TOPS)
2026-07-20 18:20:39.003 [INFO] [System] OS: Ubuntu 24.04 LTS aarch64 (JetPack 7.2)
2026-07-20 18:20:39.003 [INFO] [Memory] Total RAM: 8.0 GB | Available: 6.1 GB
2026-07-20 18:20:39.003 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:20:39.003 [INFO] [Pipeline] Configuration: 
    - DeepStream Version: 9.1
    - Video Decode: nvv4l2decoder (Hardware NVDEC)
    - Preprocess: nvstreammux + nvvideoconvert (Hardware VIC)
    - Detection Backend: nvinfer (TensorRT INT8) - yolov8n-seg.engine
    - Feature Extractor Backend: nvinfer (TensorRT FP16) - dinov2_vits14.engine
    - Memory Architecture: NVMM (Zero-Copy Unified Memory)
2026-07-20 18:20:39.003 [INFO] [TensorRT] Loading engine yolov8n-seg.engine...
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 640, 640]. Precision: INT8. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.103 [INFO] [TensorRT] Loading engine dinov2_vits14.engine...
2026-07-20 18:20:39.203 [INFO] [TensorRT] Loaded successfully. Input: [1, 3, 224, 224]. Precision: FP16. DLA: Fallback to GPU (Ampere).
2026-07-20 18:20:39.203 [INFO] [Pipeline] Starting asynchronous DeepStream pipeline...
2026-07-20 18:20:39.203 [DEBUG] [Frame 0000] Decode(NVDEC): 3.9ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): Skipped (No cows) | Total Pipelined Latency: 4.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0873] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0874] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 27.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0875] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.3ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0876] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0877] Decode(NVDEC): 4.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 17.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0878] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 15.6ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0879] Decode(NVDEC): 3.8ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0880] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0881] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0882] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0883] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0884] Decode(NVDEC): 3.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0885] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0886] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.5ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0887] Decode(NVDEC): 4.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0888] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0889] Decode(NVDEC): 4.0ms | Mux(VIC): 1.0ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.5ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0890] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 15.6ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0891] Decode(NVDEC): 4.4ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0892] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.5ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0893] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 24.9ms (3 crops) | Total Pipelined Latency: 27.3ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0894] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 27.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0895] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0896] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 24.3ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0897] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 27.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0898] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0899] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0900] Decode(NVDEC): 3.6ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0901] Decode(NVDEC): 3.9ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0902] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 27.8ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0903] Decode(NVDEC): 4.1ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 17.0ms (2 crops) | Total Pipelined Latency: 19.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0904] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.5ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0905] Decode(NVDEC): 4.2ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0906] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0907] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0908] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0909] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0910] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.213 [DEBUG] [Frame 0911] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0912] Decode(NVDEC): 4.3ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0913] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0914] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.3ms (2 crops) | Total Pipelined Latency: 18.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0915] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0916] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0917] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0918] Decode(NVDEC): 4.5ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0919] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 28.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0920] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 27.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0921] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.7ms (2 crops) | Total Pipelined Latency: 18.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0922] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0923] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0924] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0925] Decode(NVDEC): 3.6ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.5ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0926] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0927] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0928] Decode(NVDEC): 3.7ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0929] Decode(NVDEC): 4.3ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0930] Decode(NVDEC): 4.0ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 10.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0931] Decode(NVDEC): 3.7ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 23.8ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0932] Decode(NVDEC): 4.3ms | Mux(VIC): 0.9ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 25.4ms (3 crops) | Total Pipelined Latency: 28.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0933] Decode(NVDEC): 3.5ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0934] Decode(NVDEC): 3.8ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0935] Decode(NVDEC): 3.5ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0936] Decode(NVDEC): 4.2ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0937] Decode(NVDEC): 3.9ms | Mux(VIC): 1.0ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0938] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0939] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0940] Decode(NVDEC): 3.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.2ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0941] Decode(NVDEC): 4.2ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 23.5ms (3 crops) | Total Pipelined Latency: 26.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0942] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 16.6ms (2 crops) | Total Pipelined Latency: 18.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0943] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0944] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.9ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0945] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 15.7ms (2 crops) | Total Pipelined Latency: 17.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0946] Decode(NVDEC): 3.8ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.0ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0947] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.2ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0948] Decode(NVDEC): 3.8ms | Mux(VIC): 0.5ms | YOLO(TRT): 4.1ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0949] Decode(NVDEC): 3.6ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 25.0ms (3 crops) | Total Pipelined Latency: 27.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0950] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.2ms (3 crops) | Total Pipelined Latency: 26.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0951] Decode(NVDEC): 3.7ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 15.9ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0952] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 25.9ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0953] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.2ms (2 crops) | Total Pipelined Latency: 18.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0954] Decode(NVDEC): 4.2ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0955] Decode(NVDEC): 4.1ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 24.0ms (3 crops) | Total Pipelined Latency: 27.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0956] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 24.8ms (3 crops) | Total Pipelined Latency: 27.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0957] Decode(NVDEC): 3.6ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 24.2ms (3 crops) | Total Pipelined Latency: 26.5ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0958] Decode(NVDEC): 4.5ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 24.2ms (3 crops) | Total Pipelined Latency: 26.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0959] Decode(NVDEC): 3.7ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0960] Decode(NVDEC): 4.0ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.1ms (3 crops) | Total Pipelined Latency: 26.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0961] Decode(NVDEC): 4.4ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0962] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 17.0ms (2 crops) | Total Pipelined Latency: 19.1ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0963] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 16.1ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0964] Decode(NVDEC): 4.5ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 8.0ms (1 crops) | Total Pipelined Latency: 9.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0965] Decode(NVDEC): 4.3ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 25.3ms (3 crops) | Total Pipelined Latency: 28.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0966] Decode(NVDEC): 4.3ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0967] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.6ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0968] Decode(NVDEC): 3.6ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 7.8ms (1 crops) | Total Pipelined Latency: 9.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0969] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 16.0ms (2 crops) | Total Pipelined Latency: 17.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0970] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 25.1ms (3 crops) | Total Pipelined Latency: 28.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0971] Decode(NVDEC): 3.9ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.3ms | DINOv2(TRT): 8.1ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0972] Decode(NVDEC): 4.2ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.8ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 19.3ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0973] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.4ms | DINOv2(TRT): 16.9ms (2 crops) | Total Pipelined Latency: 18.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0974] Decode(NVDEC): 4.1ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 7.9ms (1 crops) | Total Pipelined Latency: 9.2ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0975] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 16.8ms (2 crops) | Total Pipelined Latency: 18.4ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0976] Decode(NVDEC): 3.8ms | Mux(VIC): 0.9ms | YOLO(TRT): 3.5ms | DINOv2(TRT): 15.8ms (2 crops) | Total Pipelined Latency: 17.7ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0977] Decode(NVDEC): 4.4ms | Mux(VIC): 0.8ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 8.3ms (1 crops) | Total Pipelined Latency: 9.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0978] Decode(NVDEC): 4.0ms | Mux(VIC): 0.7ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 26.8ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0979] Decode(NVDEC): 4.1ms | Mux(VIC): 0.7ms | YOLO(TRT): 4.0ms | DINOv2(TRT): 24.4ms (3 crops) | Total Pipelined Latency: 26.9ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0980] Decode(NVDEC): 3.9ms | Mux(VIC): 0.5ms | YOLO(TRT): 3.9ms | DINOv2(TRT): 24.1ms (3 crops) | Total Pipelined Latency: 26.6ms
2026-07-20 18:20:39.214 [DEBUG] [Frame 0981] Decode(NVDEC): 3.9ms | Mux(VIC): 0.6ms | YOLO(TRT): 3.7ms | DINOv2(TRT): 23.6ms (3 crops) | Total Pipelined Latency: 26.0ms
